row_id,state,condition_category,responder_type,statute_citation,date_effective,date_effective_snippet,date_sunset,date_sunset_snippet,notes,any_date,needs_review
178,ME,cancer,firefighter,"Me. Rev. Stat. Title 39-A, Sec. 328-B",NA,NA,NA,NA,Covers municipal fire department members and volunteer fire association members (via 'employed' definition that includes volunteer members with no compensation other than injury/death benefits). Minimum 5 years employment; must have regularly responded to firefighting or emergency calls (exception for State Fire Marshal investigators/sergeants and forest protection employees). Pre-employment test required (must test negative for cancer). Firefighter must sign affidavit that cancer is not prevalent in blood-related family and no substantial lifetime carcinogen exposure other than through firefighting. State Fire Marshal investigators/sergeants must certify use of protective equipment per departmental policies.,FALSE,FALSE
179,ME,cancer,firefighter_volunteer,"Me. Rev. Stat. Title 39-A, Sec. 328-B",NA,NA,NA,NA,"'Employed' definition in Sec. 328-B explicitly includes volunteer fire association members with no compensation other than injury/death benefits. Same 5-year service, pre-employment test, affidavit, and post-termination window requirements.",FALSE,FALSE
180,ME,mental,firefighter,"Me. Rev. Stat. Title 39-A, Sec. 201(3-A)",NA,NA,NA,NA,"Rebuttable by clear and convincing evidence. Diagnosis must be by allopathic or osteopathic physician (Title 32, ch. 48 or 36) with psychiatry specialization, or licensed psychologist (Title 32, ch. 56). Personnel action exclusion: PTSD not compensable if resulting from disciplinary action, work evaluation, job transfer, layoff, demotion, termination, or similar good-faith employer action. Firefighter defined as in Sec. 328-A.",FALSE,FALSE
181,ME,mental,law_enforcement,"Me. Rev. Stat. Title 39-A, Sec. 201(3-A)",NA,NA,NA,NA,"Law enforcement officer as defined in Sec. 328-A (Title 25, sec. 2801-A). Same diagnosis and rebuttability requirements. Personnel action exclusion applies.",FALSE,FALSE
182,ME,mental,corrections,"Me. Rev. Stat. Title 39-A, Sec. 201(3-A)",NA,NA,NA,NA,"Corrections officer as defined in Sec. 328-A (Title 25, sec. 2801-A). Same diagnosis and rebuttability requirements. Personnel action exclusion applies.",FALSE,FALSE
183,ME,mental,emt_paramedic,"Me. Rev. Stat. Title 39-A, Sec. 201(3-A)",NA,NA,NA,NA,Emergency medical services worker as defined in Sec. 328-A. Same diagnosis and rebuttability requirements. Personnel action exclusion applies.,FALSE,FALSE
184,MI,cardiovascular,firefighter,"Michigan Worker's Disability Compensation Act of 1969, Act 317, § 418.405(1)",NA,NA,NA,NA,"Covers full-time members of fully paid fire departments (city, township, village, airport county/public authority/state university, or public fire authority). Disease must develop or manifest during active service. Presumption applies in absence of evidence to the contrary (§418.405(3)). As condition precedent, claimant must first apply for pension benefits or demonstrate ineligibility.",FALSE,FALSE
185,MI,respiratory,firefighter,"Michigan Worker's Disability Compensation Act of 1969, Act 317, § 418.405(1)",NA,NA,NA,NA,"Covers full-time members of fully paid fire departments (city, township, village, airport county/public authority/state university, or public fire authority). Disease must develop or manifest during active service. Presumption applies in absence of evidence to the contrary (§418.405(3)). As condition precedent, claimant must first apply for pension benefits or demonstrate ineligibility.",FALSE,FALSE
186,MI,cardiovascular,law_enforcement,"Michigan Worker's Disability Compensation Act of 1969, Act 317, § 418.405(1)",NA,NA,NA,NA,"Covers full-time members of fully paid police departments (city, township, village), county sheriffs and deputies, members of state police, conservation officers, and motor carrier enforcement division officers. Disease must develop or manifest during active service. Presumption applies in absence of evidence to the contrary. Pension application required as condition precedent.",FALSE,FALSE
187,MI,respiratory,law_enforcement,"Michigan Worker's Disability Compensation Act of 1969, Act 317, § 418.405(1)",NA,NA,NA,NA,"Covers full-time members of fully paid police departments, county sheriffs and deputies, state police members, conservation officers, and motor carrier enforcement division officers. Disease must develop or manifest during active service. Presumption applies in absence of evidence to the contrary. Pension application required as condition precedent.",FALSE,FALSE
188,MI,cancer,firefighter,"Michigan Worker's Disability Compensation Act of 1969, Act 317, § 418.405(2)",NA,NA,NA,NA,"Covers full-time fire department members (all service lengths) and, beginning January 1, 2022 for cancers diagnosed on or after January 1, 2022, part-time, paid on-call, and volunteer members. Also covers former members from any of those categories. Requires 60 months (5 years) active service at time of cancer manifestation. Member must have been exposed to hazards incidental to fire suppression, rescue, or EMS duties. Claim is made against the Christopher R. Slezak First Responder Presumed Coverage Fund (not the employer) — employer claim is suspended during fund benefit receipt. Presumption applies only to claims against the Fund. Tobacco rebuttal: rebuttable by scientific evidence that claimant was a substantial and consistent user of tobacco products within 10 years preceding injury and that use was a significant factor in cancer cause/aggravation/progression. Pension application required as condition precedent.",FALSE,FALSE
189,MI,cancer,firefighter_volunteer,"Michigan Worker's Disability Compensation Act of 1969, Act 317, § 418.405(2)",NA,NA,NA,NA,"Volunteer members (and former volunteer members) eligible for cancer presumption beginning January 1, 2022 for cancers diagnosed on or after January 1, 2022. Requires 60 months (5 years) active service at time of cancer manifestation. Exposure to fire suppression/rescue/EMS hazards required. Claims go against the Christopher R. Slezak First Responder Presumed Coverage Fund; fund is considered employer for volunteer members. Forest fire officers and fire/crash rescue officers also covered for same cancer list. Tobacco rebuttal provision applies. Pension application required as condition precedent.",FALSE,FALSE
190,MN,cardiovascular,firefighter,"Minnesota Statutes § 176.011, Subd. 15(b)",NA,NA,NA,NA,Covers active duty members of organized fire departments of any municipality. Pre-employment thorough physical examination by licensed physician required; written report must be filed with department; exam must have been negative for the disease at time of employment. Disease must manifest at date of disablement or death while employed on active duty. Statute uses 'presumptively an occupational disease' language with no express rebuttal provision for this subsection — treated as irrebuttable here.,FALSE,FALSE
191,MN,respiratory,firefighter,"Minnesota Statutes § 176.011, Subd. 15(b)",NA,NA,NA,NA,Covers active duty members of organized fire departments of any municipality. Pre-employment thorough physical examination by licensed physician required; written report must be filed with department; exam must have been negative for the disease. Disease must manifest at date of disablement or death while employed on active duty. No express rebuttal provision for this subsection.,FALSE,FALSE
192,MN,cardiovascular,law_enforcement,"Minnesota Statutes § 176.011, Subd. 15(b)",NA,NA,NA,NA,"Covers active duty members of organized police departments of any municipality, Minnesota State Patrol members, conservation officers, state crime bureau members, forest officers (DNR), state correctional officers, and sheriffs/full-time deputy sheriffs. Pre-employment physical exam required; written report filed; exam must have been negative. No express rebuttal provision for this subsection.",FALSE,FALSE
193,MN,respiratory,law_enforcement,"Minnesota Statutes § 176.011, Subd. 15(b)",NA,NA,NA,NA,"Same coverage and conditions as firefighter respiratory row. Covers state patrol, police, conservation officers, crime bureau, DNR forest officers, correctional officers, sheriffs/deputies. Pre-employment physical exam required; written report filed; exam must have been negative. No express rebuttal provision.",FALSE,FALSE
194,MN,infectious,firefighter,"Minnesota Statutes § 176.011, Subd. 15(b)",NA,NA,NA,NA,Covers licensed firefighters. Disease must be contracted through exposure in course of employment outside of a hospital. Rebuttable by substantial factors brought by employer or insurer; any substantial factors known at time of denial must be communicated to employee on denial of liability.,FALSE,FALSE
195,MN,infectious,emt_paramedic,"Minnesota Statutes § 176.011, Subd. 15(b)",NA,NA,NA,NA,"Covers paramedics and emergency medical technicians. Covers individuals who by nature of their position provide emergency medical care, including licensed nurses providing emergency care. Disease must be contracted through exposure in course of employment outside of a hospital. Rebuttable by substantial factors; known factors must be communicated to employee on denial.",FALSE,FALSE
196,MN,infectious,law_enforcement,"Minnesota Statutes § 176.011, Subd. 15(b)",NA,NA,NA,NA,"Covers licensed police officers under § 626.84, subd. 1. Disease must be contracted through exposure in course of employment outside of a hospital. Rebuttable by substantial factors; known factors must be communicated to employee on denial.",FALSE,FALSE
197,MN,infectious,corrections,"Minnesota Statutes § 176.011, Subd. 15(b)",NA,NA,NA,NA,Covers state correctional officers. Disease must be contracted through exposure in course of employment outside of a hospital. Rebuttable by substantial factors; known factors must be communicated to employee on denial.,FALSE,FALSE
198,MN,cancer,firefighter,"Minnesota Statutes § 176.011, Subd. 15(c)",NA,NA,NA,NA,"Covers firefighters on active duty with an organized fire department who are unable to perform duties due to disabling cancer. Cancer type must be caused by exposure to heat, radiation, or IARC-listed carcinogen, and the carcinogen must be reasonably linked to the disabling cancer. Exception: if firefighter entered service after August 1, 1988, and pre-hire exam disclosed existing cancer, presumption does not apply unless subsequent medical determination finds cancer no longer present.",FALSE,FALSE
199,MN,mental,firefighter,"Minnesota Statutes § 176.011, Subd. 15(e)",NA,NA,NA,NA,"Mental impairment defined as PTSD diagnosis by licensed psychiatrist or psychologist per current DSM. Employee must not have been previously diagnosed with the condition. PTSD is NOT an occupational disease if resulting from: disciplinary action, work evaluation, job transfer, layoff, demotion, promotion, termination, retirement, or similar good-faith employer action. Rebuttable by substantial factors; known factors must be communicated to employee on denial.",FALSE,FALSE
200,MN,mental,emt_paramedic,"Minnesota Statutes § 176.011, Subd. 15(e)",NA,NA,NA,NA,"Covers paramedics, emergency medical technicians, and licensed nurses employed to provide emergency medical services outside of a medical facility. Also covers public safety dispatchers. Must not have been previously diagnosed with the condition. PTSD excluded if resulting from disciplinary or good-faith employer action. Rebuttable by substantial factors.",FALSE,FALSE
201,MN,mental,law_enforcement,"Minnesota Statutes § 176.011, Subd. 15(e)",NA,NA,NA,NA,Covers licensed police officers and members of the Minnesota State Patrol and full-time deputy sheriffs/sheriffs. Must not have been previously diagnosed. PTSD excluded if resulting from disciplinary or good-faith employer action. Rebuttable by substantial factors.,FALSE,FALSE
202,MN,mental,corrections,"Minnesota Statutes § 176.011, Subd. 15(e)",NA,NA,NA,NA,"Covers officers employed by the state or a political subdivision at a corrections, detention, or secure treatment facility. Must not have been previously diagnosed. PTSD excluded if resulting from disciplinary or good-faith employer action. Rebuttable by substantial factors.",FALSE,FALSE
203,MO,infectious,firefighter,Mo. Rev. Stat. § 87.005; § 87.006,NA,NA,NA,NA,§ 87.005 applies only to chapter 87 RSMo 1959 retirement/relief provisions; § 87.006 applies to all county/city/town/fire district paid fire department members for retirement benefit computation. Both require pre-employment exam within 5 years prior to claim. Annual blood test required for infectious disease presumption.,FALSE,FALSE
204,MO,respiratory,firefighter,Mo. Rev. Stat. § 87.005; § 87.006,NA,NA,NA,NA,§ 87.005 applies to chapter 87 retirement provisions only; § 87.006 applies to all paid fire departments statewide. Both require pre-employment exam within 5 years.,FALSE,FALSE
205,MO,cardiovascular,firefighter,Mo. Rev. Stat. § 87.005; § 87.006,NA,NA,NA,NA,§ 87.005 covers hypertension and heart disease; § 87.006 additionally covers hypotension. § 87.005 applies to chapter 87 retirement provisions; § 87.006 applies to all paid fire departments statewide.,FALSE,FALSE
206,MO,cancer,firefighter,Mo. Rev. Stat. § 87.006(2),NA,NA,NA,NA,"Tobacco exclusion: presumption defeated if proven to reasonable medical certainty that condition was not contributed to by voluntary tobacco use. Applies to uniformed members of paid fire departments of all counties, cities, towns, fire districts, and other governmental units. § 320.400 establishes a separate voluntary firefighter cancer benefits pool (not a WC presumption; benefits reduced 25% for tobacco use within 5 years of diagnosis).",FALSE,FALSE
207,MS,cancer,firefighter,"Mississippi First Responders Health and Safety Act (""Arson Investigator Danny Benton and Police Chief Henry Manuel, Sr., Act""), Section 2-7; Mississippi Code § 71-3-9",7/1/21,"Effective July 1, 2021. This is a separate",NA,NA,"Effective July 1, 2021. This is a separate cancer benefits program, structured as an alternative to workers' compensation (§71-3-9 amended so employer not liable under WC if first responder elects this Act). Benefits include lump sums ($35,000 for malignant tumors meeting specific criteria; $6,250 for carcinoma in situ or endoscopic-treated malignancies; maximum $50,000 lifetime), plus disability benefit of 60% of monthly salary or $5,000/month max for nonvolunteers, beginning 6 months after disability, for 36 monthly payments. Requires a board-certified physician in the appropriate specialty to certify cancer was caused by an occupational hazard. Employer bears cost; claimant choosing this program forfeits WC claim for same diagnosis. Covers full-time firefighters with 10+ years of service employed by State of Mississippi or any political subdivision.",TRUE,FALSE
208,MS,cancer,firefighter_volunteer,"Mississippi First Responders Health and Safety Act (""Arson Investigator Danny Benton and Police Chief Henry Manuel, Sr., Act""), Section 2-7; Mississippi Code § 71-3-9",7/1/21,"Effective July 1, 2021. Covers volunteer f",NA,NA,"Effective July 1, 2021. Covers volunteer firefighters registered with the State of Mississippi or a political subdivision with 10+ years of service. Disability benefit for volunteers is $1,500/month (not 60% of salary), beginning 6 months after disability, for 36 monthly payments. Same lump-sum benefit structure applies ($35,000/$6,250, max $50,000 lifetime). Board-certified physician must certify occupational causation. Electing this program forfeits WC claim for same diagnosis.",TRUE,FALSE
209,MS,cancer,law_enforcement,"Mississippi First Responders Health and Safety Act (""Arson Investigator Danny Benton and Police Chief Henry Manuel, Sr., Act""), Section 2-7; Mississippi Code § 71-3-9",7/1/21,"Effective July 1, 2021. Covers law enforce",NA,NA,"Effective July 1, 2021. Covers law enforcement officers certified by the Mississippi Board on Law Enforcement Officer Standards and Training (BLEOST) with 10+ years of service. Same benefit structure as firefighters: lump-sum up to $50,000 lifetime, disability benefit of 60% of salary or $5,000/month max for 36 months beginning 6 months after disability. Board-certified physician must certify occupational causation. Electing this program forfeits WC claim for same diagnosis.",TRUE,FALSE
210,MT,cancer,firefighter,"Mont. Code Ann. § 39-71 (HB 533, eff. July 1, 2019)",7/1/19," be the type that can be caused by firefighting activities. Effective July 1, 2019; applies to disease",NA,NA,"Tobacco exclusion: firefighter may not be a regular user of tobacco products, must not have a history of regular tobacco use in 10 years preceding claim, and must not have been exposed by a cohabitant who regularly used tobacco in the home for 10+ years before diagnosis. Employment history calculated from July 1, 2014 only (§ 39-71(3)). Volunteer firefighters covered only if employer opts in AND insurer agrees to provide presumptive coverage (§ 39-71(1)(b)). Total claim payment capped at $5 million per claim. Pre-employment exam required within 90 days of hiring; subsequent exams at least every 2 years. Lung cancer and myocardial infarction must be the type that can be caused by firefighting activities. Effective July 1, 2019; applies to diseases diagnosed on or after that date.",TRUE,FALSE
211,MT,cardiovascular,firefighter,"Mont. Code Ann. § 39-71 (HB 533, eff. July 1, 2019)",NA,NA,NA,NA,"Myocardial infarction listed in the statute alongside cancers as a presumptive occupational disease. Must be the type that can be caused by firefighting activities. Same tobacco exclusion and exam requirements as cancer rows. Volunteer firefighters covered only if employer opts in. Employment history calculated from July 1, 2014 only.",FALSE,FALSE
212,MT,cancer,firefighter_volunteer,"Mont. Code Ann. § 39-71 (HB 533, eff. July 1, 2019)",NA,NA,NA,NA,"Coverage for volunteer firefighters is OPTIONAL — applies only if employer has elected WC coverage under Title 39, chapter 71, AND the employer has additionally opted to include presumptive occupational disease coverage, AND the insurer agrees to provide it. At least 1 year of firefighting operations in Montana beginning on or after July 1, 2019 required. Same conditions, service minimums, and tobacco exclusion as paid firefighter rows.",FALSE,FALSE
213,MT,cardiovascular,firefighter_volunteer,"Mont. Code Ann. § 39-71 (HB 533, eff. July 1, 2019)",NA,NA,NA,NA,Volunteer firefighter coverage is optional (employer and insurer opt-in required). Same conditions and exclusions as paid firefighter cardiovascular row.,FALSE,FALSE
214,NC,cancer,firefighter,N.C. Gen. Stat. § 143-166.2(6)(e),NA,NA,NA,NA,"This is a line-of-duty DEATH BENEFIT presumption only (Public Safety Employees' Death Benefits Act), not a workers' compensation presumption. Death from one of the four listed cancers is presumed to be occupationally related to firefighting and therefore a line-of-duty death, triggering a $100,000 death benefit to dependents. Cancers must be 'occupationally related to firefighting.' No rebuttability provision stated.",FALSE,FALSE
215,NC,cancer,firefighter,N.C. Gen. Stat. §§ 58-86A-1 through 58-86A-6 (Firefighters' Cancer Insurance Program),NA,NA,NA,NA,"This is a supplemental state insurance benefits program, NOT a workers' compensation presumption. Benefits are supplemental to other health benefits. Firefighter is ineligible if simultaneously receiving WC benefits under Chapter 97 for the same cancer. Eligibility: 5 continuous years of service in an NC fire department (lapse of up to 6 months does not break continuity), OR on NC State Firefighters' Association certified roster as 'retired/nonactive' for no more than 10 years post-service. Benefits: lump sum up to $74,000 total ($37,000 per diagnosis); disability benefit of 75% of monthly salary or $5,000/month max (whichever less) for non-volunteers, or $1,500/month for volunteers, beginning 6 months after total disability, for up to 36 consecutive months. Disability benefit subordinate to other disability benefits from other sources (except private insurance purchased solely by the firefighter). Volunteer firefighters explicitly covered. Administered by the Office of the State Fire Marshal via a contracted third-party administrator.",FALSE,FALSE
216,NC,cancer,firefighter_volunteer,N.C. Gen. Stat. §§ 58-86A-1 through 58-86A-6 (Firefighters' Cancer Insurance Program),NA,NA,NA,NA,"Volunteer firefighters explicitly included in the Firefighters' Cancer Insurance Program (§ 58-86A-4(2)(b)). Disability benefit for volunteers is $1,500/month (not salary-based) for up to 36 consecutive months beginning 6 months after total disability. Lump-sum benefit structure same as non-volunteers ($37,000 per diagnosis, max $74,000 total). Same eligibility requirements apply (5 continuous years of service). Ineligible if simultaneously receiving WC benefits for the same cancer.",FALSE,FALSE
217,ND,respiratory,firefighter,N.D. Cent. Code § 65-01-15.1,NA,NA,NA,NA,"Tobacco users must provide yearly physician documentation of tobacco-free status for preceding 2 years to remain eligible. Periodic medical exams required by employer: every 5 years (1–10 yrs service), every 3 years (11–20 yrs), annually (21+ yrs). Medical exam results used in rebuttal.",FALSE,FALSE
218,ND,cardiovascular,firefighter,N.D. Cent. Code § 65-01-15.1,NA,NA,NA,NA,Tobacco users must provide yearly physician documentation of tobacco-free status for preceding 2 years to remain eligible. Separate cardiac event presumption in § 65-01-15.2 applies when event occurs within 48 hours of strenuous activity or emergency response.,FALSE,FALSE
219,ND,cancer,firefighter,N.D. Cent. Code § 65-01-15.1,NA,NA,NA,NA,"Cancer presumption applies to firefighters only (not law enforcement). Cancer must arise out of employment due to exposure to smoke, fumes, or carcinogenic/poisonous/toxic/chemical substances in active duty.",FALSE,FALSE
220,ND,infectious,firefighter,N.D. Cent. Code § 65-01-15.1; § 23-07.5-01,NA,NA,NA,NA,Bloodborne pathogen exposure must occur in the course of employment. Tobacco exclusion provision explicitly does not apply to bloodborne pathogen exposure claims.,FALSE,FALSE
221,ND,respiratory,law_enforcement,N.D. Cent. Code § 65-01-15.1,NA,NA,NA,NA,"Law enforcement officer defined as licensed peace officer employed full-time by specified agencies (BCI, game and fish, state highway patrol, parole/probation, university police, county sheriff, city PD). Cancer presumption does NOT apply to law enforcement.",FALSE,FALSE
222,ND,cardiovascular,law_enforcement,N.D. Cent. Code § 65-01-15.1,NA,NA,NA,NA,Separate cardiac event presumption in § 65-01-15.2 applies when event occurs within 48 hours of strenuous law enforcement activity or emergency response; rebuttable by clear and convincing evidence.,FALSE,FALSE
223,ND,infectious,law_enforcement,N.D. Cent. Code § 65-01-15.1; § 23-07.5-01,NA,NA,NA,NA,Bloodborne pathogen exposure must occur in the course of employment. Tobacco exclusion provision explicitly does not apply to bloodborne pathogen exposure claims.,FALSE,FALSE
224,NE,cancer,firefighter,Neb. Rev. Stat. § 35-1001(1); Firefighter Cancer Benefits Act (LB 44),NA,NA,NA,NA,"§ 35-1001(1) provides prima facie evidence (rebuttable) for paid fire department members; requires exposure to IARC-identified known carcinogen while in service and carcinogen is suspected/known cause of the type of cancer. Pre-employment exam required that failed to reveal cancer. Post-separation window is 3 months (§ 35-1001(3)). Firefighter Cancer Benefits Act (FCBA) provides enhanced cash benefits for paid firefighters and volunteers deemed employees; requires 24 consecutive months service, participation in fire suppression, and use of all available PPE. FCBA post-separation eligibility: 36 months. Firefighters already provided cancer benefits under § 35-1001 are ineligible for FCBA (§ Sec. 4(3)). FCBA benefit levels: $25,000 lump sum for advanced/terminal cancer, $6,250 for carcinoma in situ/melanoma, $1,500/month disability benefit up to 36 months, $50,000 death benefit.",FALSE,FALSE
225,NE,cancer,emt_paramedic,Neb. Rev. Stat. § 35-1001(1),NA,NA,NA,NA,"§ 35-1001 explicitly covers 'firefighter-paramedic' as a separate category alongside 'firefighter' — both must be members of a paid fire department. Same requirements as firefighter row: pre-employment exam, IARC carcinogen exposure, 3-month post-separation window.",FALSE,FALSE
226,NE,infectious,firefighter,Neb. Rev. Stat. § 35-1001(2),NA,NA,NA,NA,"Requires: (a) pre-employment/subsequent exam that failed to reveal evidence of the disease, AND (b) firefighter engaged in service within 10 years before disease onset. Post-separation window: 3 months (§ 35-1001(3)). Applies to paid fire departments only.",FALSE,FALSE
227,NE,infectious,emt_paramedic,Neb. Rev. Stat. § 35-1001(2),NA,NA,NA,NA,§ 35-1001 explicitly covers 'firefighter-paramedic' alongside 'firefighter.' Same requirements as firefighter infectious row.,FALSE,FALSE
228,NE,cardiovascular,firefighter,Neb. Rev. Stat. § 18-1723,NA,NA,NA,NA,"Requires 5 years total service as member of a paid fire department in any city. Rebuttable presumption. Also covers police officers (separate row). 3-month post-separation window. Applies to chapter 15, article 10, §§ 16-1001 to 16-1042, and any firefighter/police pension plans under home rule charters.",FALSE,FALSE
229,NE,respiratory,firefighter,Neb. Rev. Stat. § 18-1723,NA,NA,NA,NA,"§ 18-1723 covers heart, hypertension, AND respiratory defect/disease together. 5 years paid service required. 3-month post-separation window.",FALSE,FALSE
230,NE,cardiovascular,law_enforcement,Neb. Rev. Stat. § 18-1723,NA,NA,NA,NA,§ 18-1723 covers police officers of any city or village (including home rule charter cities) — no minimum years of service stated for police officers (5-year minimum stated only for firefighters). 3-month post-separation window.,FALSE,FALSE
231,NE,respiratory,law_enforcement,Neb. Rev. Stat. § 18-1723,NA,NA,NA,NA,"§ 18-1723 covers police officers for heart, hypertension, AND respiratory defect/disease. No service minimum stated for police. 3-month post-separation window.",FALSE,FALSE
232,NE,mental,firefighter,Neb. Rev. Stat. § 48-101.01,NA,NA,NA,NA,"§ 48-101.01 is NOT a presumption — it makes mental injuries compensable for first responders but requires the employee to establish by preponderance of evidence that (a) conditions were extraordinary and unusual compared to normal employment and (b) medical causation. Covers paid and volunteer firefighters. Excluded if resulting from normal employer-employee relations (disciplinary actions, evaluations, transfers, etc.).",FALSE,FALSE
233,NE,mental,law_enforcement,Neb. Rev. Stat. § 48-101.01,NA,NA,NA,NA,"§ 48-101.01 covers sheriff, deputy sheriff, police officer, Nebraska State Patrol officer, volunteer and paid firefighter, and licensed EMS. Not a presumption — requires employee proof by preponderance of evidence. Excludes mental injuries from normal employer-employee relations.",FALSE,FALSE
234,NE,mental,emt_paramedic,Neb. Rev. Stat. § 48-101.01,NA,NA,NA,NA,§ 48-101.01 covers licensed EMS personnel (licensed under § 38-1217) providing immediate medical care. Not a presumption — requires employee proof by preponderance of evidence.,FALSE,FALSE
235,NH,cardiovascular,firefighter,N.H. Rev. Stat. Ann. § 281-A:17(I),NA,NA,NA,NA,"Prima facie presumption. Applies to regular, call, volunteer, and retired members of a fire department. Call/volunteer firefighters must have reasonable medical evidence on record showing freedom from disease at employment start; employer has duty to provide it, and if employer fails, firefighter still gets presumption. Retired firefighters get presumption for 5 years from retirement date if they agree to submit to requested physicals. Age 65 cutoff: benefits end one month after firefighter's 65th birthday.",FALSE,FALSE
236,NH,respiratory,firefighter,N.H. Rev. Stat. Ann. § 281-A:17(I),NA,NA,NA,NA,"Prima facie presumption for lung disease — same statute and conditions as heart disease presumption (§ 281-A:17(I)). Covers regular, call, volunteer, and retired firefighters. Same medical evidence and age 65 conditions apply.",FALSE,FALSE
237,NH,cancer,firefighter,N.H. Rev. Stat. Ann. § 281-A:17(II),NA,NA,NA,NA,"Prima facie presumption requires 10 years of service. Tobacco-free lifestyle required (no tobacco product 4+ times/week in past 6 months, except Alaska Native/Native American religious/ceremonial use). Two tracks: (1) If dept follows NFPA 1582 exam standard: firefighter provides exam report plus tobacco-free guarantee — gets presumption. (2) If dept does NOT follow NFPA 1582: firefighter must be 10-year tobacco-free veteran AND present after-action reports documenting known carcinogen exposure — does NOT receive prima facie presumption in this case. Employer must have policy following fire standards/training commission curriculum for best practices in PPE use and cleaning. Active regular firefighters employed before Jan 1, 1997 may have NFPA 1582 exam reimbursed by Dept of Safety.",FALSE,FALSE
238,NH,mental,firefighter,"N.H. Rev. Stat. Ann. § 281-A:17-c; § 281-A:2, V-c",1/1/21,"Prima facie presumption effective January 1, 2021. 'Emergency respons",NA,NA,"Prima facie presumption effective January 1, 2021. 'Emergency response/public safety worker' under § 281-A:2, V-c includes call, volunteer, and regular firefighters. Injury definition under § 281-A:2, XI was amended to include ASD and PTSD for these workers. PTSD excluded if resulting from disciplinary action, work evaluation, job transfer, layoff, demotion, termination, or similar good-faith employer action.",TRUE,FALSE
239,NH,mental,law_enforcement,"N.H. Rev. Stat. Ann. § 281-A:17-c; § 281-A:2, V-c",1/1/21,"Prima facie presumption effective January 1, 2021. 'Emergency respons",NA,NA,"Prima facie presumption effective January 1, 2021. 'Emergency response/public safety worker' definition under § 281-A:2, V-c includes law enforcement officers certified under RSA 106-L.",TRUE,FALSE
240,NH,mental,corrections,"N.H. Rev. Stat. Ann. § 281-A:17-c; § 281-A:2, V-c",1/1/21,"Prima facie presumption effective January 1, 2021. 'Emergency respons",NA,NA,"Prima facie presumption effective January 1, 2021. 'Emergency response/public safety worker' definition under § 281-A:2, V-c explicitly includes certified county corrections officers.",TRUE,FALSE
241,NH,mental,emt_paramedic,"N.H. Rev. Stat. Ann. § 281-A:17-c; § 281-A:2, V-c",1/1/21,"Prima facie presumption effective January 1, 2021. 'Emergency respons",NA,NA,"Prima facie presumption effective January 1, 2021. 'Emergency response/public safety worker' definition under § 281-A:2, V-c includes rescue or ambulance workers: ambulance service, emergency medical personnel, first responder service, and volunteer personnel.",TRUE,FALSE
242,NJ,cardiovascular,firefighter,N.J. Stat. Ann. § 34:15-7.3,NA,NA,NA,NA,"Rebuttable presumption. Applies to permanent or temporary members of paid or part-paid fire departments. Emergency defined broadly: any circumstances requiring immediate action to prevent loss of life, property destruction, or criminal violations — including fire suppression, firemanic drills, criminal apprehension, and medical/rescue service. Presumption is event-specific (during emergency response), not a general occupational disease presumption.",FALSE,FALSE
243,NJ,cardiovascular,firefighter_volunteer,N.J. Stat. Ann. § 34:15-7.3,NA,NA,NA,NA,Rebuttable presumption. Explicitly covers members of volunteer fire companies. Same emergency-response-specific scope as paid firefighter row.,FALSE,FALSE
244,NJ,cardiovascular,law_enforcement,N.J. Stat. Ann. § 34:15-7.3,NA,NA,NA,NA,"Rebuttable presumption. Applies to permanent or temporary members of paid or part-paid police departments, as well as special, reserve, or auxiliary police doing volunteer duty.",FALSE,FALSE
245,NJ,cardiovascular,emt_paramedic,N.J. Stat. Ann. § 34:15-7.3,NA,NA,NA,NA,Rebuttable presumption. Applies to members of volunteer first aid or rescue squads.,FALSE,FALSE
246,NJ,cancer,firefighter,N.J. Stat. Ann. § 34:15-31.8,NA,NA,NA,NA,"Prima facie presumption (rebuttable by preponderance of evidence). Applies to paid, part-paid, and volunteer firefighters. 7 years of service required. Cancer type must be causable by exposure to heat, radiation, or a known/suspected IARC carcinogen. Employer may require firefighter to undergo reasonable testing at employer's expense; failure to require such testing does not adversely affect presumption. Firefighters with less than 7 years who are exposed to known carcinogens/cancer-causing radiation are covered under a separate provision (section 6 of the act, referenced but not fully quoted).",FALSE,FALSE
247,NJ,cancer,firefighter_volunteer,N.J. Stat. Ann. § 34:15-31.8,NA,NA,NA,NA,"§ 34:15-31.8 explicitly covers paid, part-paid, AND volunteer fire department members. Same 7-year service requirement and conditions as paid firefighter cancer row.",FALSE,FALSE
248,NJ,respiratory,firefighter,N.J. Stat. Ann. § 34:15-43.2,NA,NA,NA,NA,"Presumption of occupational disease (rebuttable by satisfactory proof). Originally applied to volunteer fire department members per statutory text (§ 34:15-43.2), but NJ Supreme Court in Lindquist v. City of Jersey City Fire Department, 175 N.J. 244 (2003), extended the presumption to paid firefighters as well. Requirements: (1) disease develops/first manifests while member is active, (2) member had pre-entry medical exam showing no such disease (or passed exam within 180 days of statute's effective date for prior members). Disease must manifest within 90 days from the event medically determined to be the cause.",FALSE,FALSE
249,NJ,respiratory,firefighter_volunteer,N.J. Stat. Ann. § 34:15-43.2,NA,NA,NA,NA,Statutory text of § 34:15-43.2 explicitly applies to volunteer fire department members. Pre-entry medical exam required showing no respiratory disease (or exam within 180 days of statute effective date for prior members). Disease must manifest within 90 days from causative event.,FALSE,FALSE
